claim_status,video_id,video_duration_sec,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Total Interactions,Video Classification
claim,2110010069,16,not verified,under review,344820,222264,51453,3695,909,619446,Typical
claim,1276569460,55,not verified,active,974606,522432,111429,6559,1373,1609840,Viral
claim,7935606934,48,not verified,under review,527327,56126,7922,82,47,591422,Typical
claim,4308271668,40,not verified,banned,287569,119436,45263,21,11,452279,Typical
claim,3774683918,22,not verified,active,878195,49005,3418,1198,54,930672,Popular
claim,7082572099,49,not verified,active,84080,28493,3711,325,131,116415,Typical
claim,5778836533,27,not verified,banned,161291,53591,18939,540,272,234093,Typical
claim,6953288910,55,not verified,active,271453,87562,30177,1157,65,389257,Typical
claim,8468382505,43,not verified,active,129305,12322,1596,290,128,143351,Typical
claim,1483999078,18,not verified,active,260734,82654,28445,12,1,371834,Typical
claim,5082519246,42,not verified,active,554753,253740,45519,4747,1608,855620,Popular
claim,2063444600,57,not verified,active,432245,150597,3617,1389,670,587129,Typical
claim,8386229040,52,not verified,active,454252,44243,2593,721,241,501329,Typical
claim,8829859140,38,not verified,under review,138969,41256,2835,718,21,183081,Typical
claim,1509765546,50,not verified,active,140469,3474,1156,32,6,145105,Typical
claim,8908628841,44,not verified,banned,164501,6969,2190,99,53,173713,Typical
claim,3117214214,57,not verified,under review,790849,366899,66976,6809,775,1225499,Popular
claim,7810764600,52,not verified,active,729880,260035,12553,4777,525,1002993,Popular
claim,5682770277,56,not verified,active,632284,66535,10961,223,96,709876,Popular
claim,3826491088,44,not verified,active,427582,177352,1698,3495,186,606818,Typical
claim,5596640027,20,not verified,banned,709542,44550,9976,650,252,764320,Popular
claim,7629963219,18,not verified,banned,394893,18774,2752,83,32,416451,Typical
claim,9114370649,60,not verified,active,283150,30639,4151,552,242,318182,Typical
claim,7276753462,26,not verified,active,823710,70681,3004,1536,19,897414,Popular
claim,7169461739,35,not verified,active,591605,127577,51003,1160,724,770909,Popular
claim,3853421691,37,not verified,under review,635814,167892,60931,786,379,865016,Popular
claim,4441495922,51,not verified,active,757131,187499,47379,3031,225,992234,Popular
claim,1607810451,11,not verified,banned,263809,159233,18118,3939,2417,443577,Typical
claim,9039687571,59,not verified,active,800780,489393,170417,7863,3291,1463881,Viral
claim,1748669850,19,not verified,active,739071,366104,120515,3953,279,1225969,Popular
claim,5302013251,12,not verified,active,689622,73536,8762,908,114,772034,Popular
claim,2922756254,35,not verified,active,201293,124553,22845,2681,943,349634,Typical
claim,6849918354,16,not verified,under review,299955,190236,25307,4690,1305,516803,Typical
claim,3788212946,32,not verified,active,986012,82979,1515,1042,325,1070831,Popular
claim,2816246983,56,not verified,banned,619472,122941,13761,2816,1076,757250,Popular
claim,6618695367,57,not verified,under review,342015,64631,6613,318,63,413322,Typical
claim,3566213936,17,not verified,active,148778,78452,18613,918,74,245917,Typical
claim,4309275498,13,not verified,active,546814,129667,4441,1639,658,681580,Typical
claim,7759612844,53,not verified,active,587527,186145,66500,2290,1497,841669,Popular
claim,4068991938,16,not verified,active,789693,8827,315,125,8,798843,Popular
claim,4471347655,34,not verified,under review,730169,361676,137408,1298,591,1229844,Popular
claim,4507177494,52,not verified,banned,179872,111077,28459,1681,73,319481,Typical
claim,6316219035,48,not verified,active,141263,65771,11273,1374,85,218392,Typical
claim,4313156647,59,not verified,banned,841354,427297,111971,4714,2828,1383450,Viral
claim,7758333540,16,not verified,active,336687,112056,19816,226,110,468669,Typical
claim,4007144822,18,not verified,active,562402,203218,75612,1752,832,842064,Popular
claim,3649137445,33,not verified,under review,874681,519633,158348,3598,1968,1554630,Viral
claim,6303457621,44,verified,active,19644,8359,1898,192,47,29948,Typical
claim,8299226752,15,not verified,banned,957483,53784,6183,238,94,1017544,Popular
claim,7751991793,9,not verified,active,405482,125676,20878,144,25,552061,Typical
claim,2300215980,43,not verified,banned,929482,220363,12401,190,113,1162359,Popular
claim,5218737729,42,not verified,banned,479244,291016,55564,352,197,826021,Popular
claim,6937904903,45,not verified,active,747234,24136,5341,470,122,776833,Popular
claim,2070797373,15,not verified,banned,501830,237946,26878,2608,589,767243,Popular
claim,6332172671,49,not verified,active,46745,21923,6994,21,1,75663,Typical
claim,3680740368,52,not verified,active,634143,343489,9346,2114,525,987503,Popular
claim,6946978809,27,not verified,active,630927,341300,61779,655,403,1034409,Popular
claim,4766279608,26,not verified,under review,527271,125179,35391,2972,1372,689213,Popular
claim,1716149529,20,not verified,active,889832,293589,79514,3454,1313,1264248,Popular
claim,3544647063,24,not verified,active,678087,340920,107310,4654,2875,1129192,Popular
claim,9394486535,8,not verified,active,976687,252078,24228,2145,62,1253055,Popular
claim,5937785932,30,not verified,active,701127,399280,70671,7524,880,1171958,Popular
claim,4921783002,40,not verified,banned,356170,23837,3433,387,71,383511,Typical
claim,6160033399,25,not verified,under review,723229,416986,4544,7530,3529,1148288,Popular
claim,2431226772,9,not verified,under review,66042,8946,3346,79,36,78370,Typical
claim,2252560474,8,not verified,active,396605,88603,25831,1701,300,511339,Typical
claim,2515006689,17,not verified,under review,470723,73612,6320,177,30,550685,Typical
claim,8364179325,42,not verified,active,422761,123147,37041,1477,959,583908,Typical
claim,7416014816,31,not verified,under review,336018,81638,32499,1605,910,451065,Typical
claim,2551910149,33,not verified,banned,399694,77315,26408,534,217,503634,Typical
claim,2959407236,50,not verified,active,339594,45769,16730,569,348,402441,Typical
claim,5754353987,57,not verified,under review,277193,71608,6436,1738,449,355686,Typical
claim,2899320510,21,not verified,under review,41309,13919,3536,293,188,58952,Typical
claim,4068151706,41,not verified,under review,808167,502353,194563,9326,6093,1511176,Viral
claim,6391961562,25,not verified,active,296053,28304,8165,571,201,332723,Typical
claim,7569633567,26,not verified,active,309899,59651,14237,1301,786,384573,Typical
claim,3810375329,14,not verified,active,983512,213483,58736,1333,850,1256581,Popular
claim,6503115755,19,not verified,active,482862,251322,90937,4381,1757,826878,Popular
claim,2854038247,39,not verified,under review,50583,15834,2296,361,54,68767,Typical
claim,2499662894,35,not verified,under review,426617,247224,58161,849,5,732007,Popular
claim,9714222020,18,not verified,under review,474918,2715,855,38,6,478494,Typical
claim,5532615004,18,not verified,banned,557690,259158,85624,1732,650,903122,Popular
claim,3562872437,20,not verified,active,165091,26253,9249,86,5,200598,Typical
claim,7483117204,48,not verified,active,573724,54673,8697,437,223,637317,Typical
claim,3834443662,35,not verified,active,503785,332042,22955,5774,645,859427,Popular
claim,8694400722,59,not verified,active,775626,355596,70963,485,124,1202309,Popular
claim,5282664064,53,not verified,banned,629417,183300,44028,1352,178,856923,Popular
claim,1939003751,58,not verified,active,758378,244246,26869,395,177,1029670,Popular
claim,9476901856,17,not verified,active,405225,255878,62715,282,160,723978,Popular
claim,6818100205,52,not verified,active,298353,53682,18619,766,151,370805,Typical
claim,9018967214,50,not verified,under review,656510,2424,208,22,6,659148,Typical
claim,3938725996,60,not verified,under review,100934,1815,654,43,26,103429,Typical
claim,6119999016,23,not verified,active,956948,316786,96421,4164,241,1370396,Viral
claim,4028683222,58,not verified,active,211239,13998,2178,131,11,227426,Typical
claim,7287984848,47,not verified,banned,71314,46449,956,283,75,118794,Typical
claim,3193326428,28,not verified,banned,346490,177792,59040,1885,972,584294,Typical
claim,1288618565,53,not verified,active,948996,468689,147838,9453,5729,1571252,Viral
claim,1492707374,27,not verified,under review,165943,94848,11106,930,514,272411,Typical
claim,7992645699,19,not verified,active,831345,151267,47702,347,21,1030335,Popular
claim,5805914976,14,verified,under review,699925,273424,85502,5398,3012,1061863,Popular
claim,2080987030,47,not verified,active,732404,385541,40238,3207,1213,1159396,Popular
claim,7071556312,23,not verified,active,456130,31069,6252,481,291,493742,Typical
claim,2531643730,32,verified,active,291268,107953,9108,812,433,408762,Typical
claim,7647446627,6,not verified,active,394445,53843,10143,1243,621,459052,Typical
claim,4092492630,26,not verified,active,174308,40264,834,765,175,215581,Typical
claim,3663527774,6,not verified,under review,370579,224039,44561,3283,2123,641302,Typical
claim,3645104682,14,not verified,banned,764445,11697,756,108,14,776912,Popular
claim,6213986574,27,not verified,banned,160332,91241,1153,260,133,252859,Typical
claim,4243391360,54,not verified,active,726497,335325,73770,2717,998,1136590,Popular
claim,1898936609,16,not verified,under review,835339,346564,105349,4177,1694,1288946,Popular
claim,6883428823,41,not verified,active,873423,106528,19833,320,11,999795,Popular
claim,1582063533,19,not verified,under review,641413,380160,121668,9044,1280,1144521,Popular
claim,8656002790,34,not verified,active,43696,21597,4625,444,125,70043,Typical
claim,4048745338,34,not verified,active,216590,4961,1635,101,44,223230,Typical
claim,2795133356,58,not verified,active,900682,282649,51536,6382,1475,1236342,Popular
claim,9299369169,36,not verified,banned,845679,131441,20250,124,44,997414,Popular
claim,3414283765,46,not verified,banned,669004,160471,56433,744,312,886220,Popular
claim,2431209479,39,not verified,under review,624413,214197,9154,4529,1781,849545,Popular
claim,3236783703,51,not verified,active,97644,913,258,3,2,98817,Typical
claim,8521030875,38,not verified,banned,915455,517986,103174,3498,400,1537015,Viral
claim,7490608771,46,not verified,active,877918,471783,124419,641,406,1474526,Viral
claim,1697063894,13,not verified,active,252863,85147,30075,1661,672,368757,Typical
claim,5601021274,50,not verified,under review,471992,312721,87911,430,22,872646,Popular
claim,3352893981,50,not verified,under review,871632,465979,181839,3674,1230,1520680,Viral
claim,2230080379,57,not verified,active,634188,413225,61327,4154,2509,1111249,Popular
claim,7302381933,16,not verified,active,48477,26584,8186,624,119,83366,Typical
claim,8422442530,52,not verified,active,109712,59658,12040,261,159,181569,Typical
claim,2464306641,25,verified,active,485638,221779,70406,3452,572,778395,Popular
claim,1529389368,25,not verified,active,998425,84751,22412,2077,373,1105961,Popular
claim,6066556576,25,not verified,active,517737,282331,4916,4450,1342,806326,Popular
claim,5940850925,35,not verified,active,458009,227274,78040,3182,1071,764394,Popular
claim,1336889552,11,not verified,active,107122,21626,5504,2,1,134253,Typical
claim,3086995018,58,not verified,banned,44910,25719,4285,199,0,74914,Typical
claim,3652269212,39,not verified,active,569909,147273,56247,1853,61,773490,Popular
claim,2715464577,42,not verified,under review,364295,181090,63593,1165,5,608983,Typical
claim,1294296862,11,not verified,under review,102670,38375,11775,352,16,152836,Typical
claim,7290996108,21,not verified,active,475409,155361,6109,3874,1364,638243,Typical
claim,2786142381,48,not verified,under review,80271,10418,4022,136,19,94730,Typical
claim,2662375316,33,not verified,active,838864,14093,727,65,35,853719,Popular
claim,8970295680,11,not verified,under review,538352,156421,33029,2604,1108,728910,Popular
claim,5956677494,60,not verified,active,714010,160992,59762,1586,279,935043,Popular
claim,9877879068,56,not verified,under review,300840,46275,9014,595,349,356478,Typical
claim,8079088282,49,not verified,under review,682636,71986,25919,1755,174,780715,Popular
claim,4427254077,19,not verified,active,878463,446401,139664,5604,969,1465497,Viral
claim,2795254964,9,not verified,active,166029,8742,3161,1,1,177933,Typical
claim,1330305318,51,not verified,active,332456,5345,599,61,19,338419,Typical
claim,6534175042,29,not verified,under review,120417,61278,12357,1193,504,194556,Typical
claim,1907162731,27,not verified,under review,765442,159653,946,471,165,926206,Popular
claim,3657929893,32,not verified,under review,736960,47239,12397,712,258,796854,Popular
claim,9324610957,41,not verified,active,606408,155479,7932,1026,614,770433,Popular
claim,7430806055,50,not verified,active,551602,143492,39678,3505,2292,737064,Popular
claim,1960406846,37,not verified,active,398745,86694,20854,1497,717,507010,Typical
claim,6884645550,36,not verified,active,464155,203136,67329,3383,2061,736681,Popular
claim,4535197010,43,not verified,banned,750689,281778,89360,6122,2661,1124488,Popular
claim,3624849374,15,not verified,active,366987,161713,41503,1758,842,571045,Typical
claim,4490697143,45,not verified,active,635234,80200,31082,1909,465,746981,Popular
claim,8173909471,26,not verified,banned,265495,145480,1508,2551,145,412628,Typical
claim,6002818540,9,not verified,under review,254482,17076,3797,361,160,275515,Typical
claim,4222224385,24,not verified,banned,521533,255921,56037,1425,704,834195,Popular
claim,4263024835,10,not verified,banned,698621,217238,85495,850,53,1001407,Popular
claim,6698469585,35,not verified,active,436770,70187,9776,1599,512,517245,Typical
